sonstiges,numberofrooms,time_dest3,provision1,hascourtage,provision2,creation,realtorcompanyname,contphonenumber,currency,listingtype,companywidecustomerid,contsalutation,lng,balcony,city,media_count,district,title,entry_land2,entry_land1,guesttoilet,privateoffer,housenumber,retype,zip_code,contfirstname,cellar,objektbeschreibung,garden,contcompany,land_transfer2,land_transfer1,streamingvideo,livingspace,contlastname,time_dest,realtorlogo,lift,address,lat,spotlightlisting,kitchen,immo_id,floorplan,criteriagroup,notary2,contname,time_dest2,notary1,value,url,precisehousenumber,street,marketingtype,isbarrierfree,priceintervaltype
Weitere interessante Immobilienangebote finden Sie auf unserer Homepage www.hak-immobilien.de,3.5,,0,NO,0,2019-11-05T20:43:14.665+01:00,HAK Immobilien GmbH,,,S,,MALE,7.46257,false,,5,Innenstadt,Kapitalanlage in zentraler Lage,0.5,599.995,false,false,,search:ApartmentBuy,44145,Cenap,true,"Eine sehr schöne und helle 3,5 Zimmer Wohnung im Erdgeschoss eines Mehrfamilienhauses. Das Haus wurde 1998 aufwendig renoviert.",false,HAK Immobilien GmbH,6.5,7.799935,false,75,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Schubertstr. 32,51.52666,false,false,70550374,true,1960,1.5,Cenap Yildirim,,1.799985,,https://www.immobilienscout24.de/expose/70550374,,,,false,
Weitere interessante immobilienangebote finden Sie auf unserer Homepage www.hak-immobilien.de,2.5,,0,NO,0,2019-11-05T20:43:14.665+01:00,HAK Immobilien GmbH,,,S,,MALE,7.48056,false,,4,Innenstadt,"Schöne 2,5 Zi. Whg.Top Kapitalanlage*** 7,4% Rendite",0.5,349.995,false,false,,search:ApartmentBuy,44145,Cenap,true,"Diese helle und schöne 2,5 Zimmer Wohnung liegt im 1. OG eines viergeschossigen Mehrfamilienhauses.",false,HAK Immobilien GmbH,6.5,4.549935,false,51.3,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Schlosserstr. 4,51.52423,false,false,70550392,true,,1.5,Cenap Yildirim,,1.049985,,https://www.immobilienscout24.de/expose/70550392,,,,false,
Weitere interessante Immobilienangebote finden Sie auf unserer Homepage www.hak-immobilien.de,1.5,,0,NO,0,2019-11-05T20:43:14.665+01:00,HAK Immobilien GmbH,,,S,,MALE,7.47292,true,,8,Innenstadt,"7,4% Rendite, PROVISIONSFREI !!!Direkt vom Eigentümer",0.5,299.995,false,false,,search:ApartmentBuy,44145,Cenap,true,"Schöne Eigentumswohnung in 3. OG eine gepflegten fünfgeschossigen Mehrfamilienhauses mit Unterkellerung.

Die Wohnung wurde aufwendig saniert.",false,HAK Immobilien GmbH,6.5,3.899935,false,42,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Danewerkstraße 3,51.52307,false,false,73385052,false,1954,1.5,Cenap Yildirim,,0.899985,,https://www.immobilienscout24.de/expose/73385052,,,,false,
,2,,0,NO,0,2019-11-05T20:43:14.664+01:00,HAK Immobilien GmbH,,,S,,MALE,7.4581,true,,8,Innenstadt,Kernsanierte ETW zur Eigennutzung oder Kapitalanlage-Direkt vom Eigentümer-PROVISIONSFREI,0.5,399.995,false,false,,search:ApartmentBuy,44147,Cenap,true,"Ideal als Altersruhesitz!

Praktische 2 Zimmer Erdgeschosswohnung mit Balkon in einer ruhigen Seitenstraße. Hier benötigen Sie kein Auto mehr. Alle Geschäfte des täglichen Bedarfs sind fußläufig zu erreichen. Weitere Ziele erreichen Sie mit der nah gelegenen U-Bahn.

Entspannen Sie auf Ihrem Balkon mit Blick in den Garten",true,HAK Immobilien GmbH,6.5,5.199935,false,48,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Fritz-Reuter-Str. 6,51.52536,false,false,81598716,true,1950,1.5,Cenap Yildirim,,1.199985,,https://www.immobilienscout24.de/expose/81598716,,,,false,
Weitere interessante Immobilienangebote finden Sie auf unserer Internetseite www.hak-immobilien.de,3.5,,0,NO,0,2019-11-05T20:43:14.665+01:00,HAK Immobilien GmbH,,,S,,MALE,7.48315,false,,7,Innenstadt,Wohnung als Kapitalanlage oder Eigennutzung-DIREKT VOM EIGENTÜMER-PROVISIONSFREI,0.5,687.5,false,false,,search:ApartmentBuy,44145,Cenap,true,Komplett neu renovierte Wohnung im 3. OG eines gepflegten Mehrfamilienhauses.,true,HAK Immobilien GmbH,6.5,8.9375,false,87,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Dürener Straße 19,51.52531,false,false,81586011,true,1950,1.5,Cenap Yildirim,,2.0625,,https://www.immobilienscout24.de/expose/81586011,,,,false,
Weitere Immobilienangebote finden Sie auf unserer Internetseite www.hak-immobilien.de,3.5,,0,NO,0,2019-11-05T20:43:14.665+01:00,HAK Immobilien GmbH,,,S,,MALE,7.45166,false,,10,Innenstadt,Kernsanierte ETW zur Eigennutzung oder Kapitalanlage-Direkt vom Eigentümer-PROVISIONSFREI,0.5,599.995,false,false,,search:ApartmentBuy,44147,Cenap,true,"!!! Provisionsfrei direkt vom Eigentümer!!!

Gut aufgeteilte 3,5 Zimmer Wohnung mit einem großzügigen Eingangsbereich in einem gepflegten Mehrfamilienhaus.
Die Wohnung wird bezugsfertig renoviert.",false,HAK Immobilien GmbH,6.5,7.799935,false,85,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Schützenstr. 217 / 219,51.53102,false,false,70550359,true,1954,1.5,Cenap Yildirim,,1.799985,,https://www.immobilienscout24.de/expose/70550359,,,,false,
Weitere interessante Immobilienangebote finden Sie auf unserer Homepage www.hak-immobilien.de,2.5,,0,NO,0,2019-11-05T20:43:14.665+01:00,HAK Immobilien GmbH,,,S,,MALE,7.45255,true,,6,Innenstadt,"7,8% Rendite***Sichere Kapital Anlage;Zentrale Lage;Balkon",0.5,349.995,false,false,,search:ApartmentBuy,44147,Cenap,true,"Schöne Wohnung mit Balkon im 1. OG eines gepflegten Mehrfamilienhauses.

Die Wohnung ist in folgende Räume aufgeteilt:
Wohnzimmer
Schlafzimmer
Küche mit Zugang zum Balkon
Diele
Badezimmer",false,HAK Immobilien GmbH,6.5,4.549935,false,53,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Fliederstraße 35,51.53209,false,false,70068594,true,1948,1.5,Cenap Yildirim,,1.049985,,https://www.immobilienscout24.de/expose/70068594,,,,false,
Weitere interessante Immobilienangebote finden Sie auf unserer Homepage www.hak-immobilien.de,2.5,,0,NO,0,2019-11-05T20:43:14.665+01:00,HAK Immobilien GmbH,,,S,,MALE,7.45255,true,,6,Innenstadt,TOP Kapitalanlage,0.5,349.995,false,false,,search:ApartmentBuy,44147,Cenap,true,"Schöne Wohnung mit Balkon im 3. OG eines gepflegten Mehrfamilienhauses.

Die Wohnung ist in folgende Räume aufgeteilt:
Wohnzimmer
Schlafzimmer
Küche mit Zugang zum Balkon
Diele
Badezimmer",false,HAK Immobilien GmbH,6.5,4.549935,false,57,Yildirim,,https://pictures.immobilienscout24.de/usercontent/59c570f2-0c65-42df-859b-13a2114d3c76.JPG,false,Dortmund Fliederstraße 35,51.53209,false,false,70069383,true,1948,1.5,Cenap Yildirim,,1.049985,,https://www.immobilienscout24.de/expose/70069383,,,,false,
"Wir sind für Sie da – beim Vermögensaufbau, bei der Altersvorsorge und der Eigentumsbildung!

INDUSTRIA WOHNEN wurde 1954 gegründet und betreut heute deutschlandweit mehr als 16.000 Wohnungen. Als Tochtergesellschaft der Degussa Bank realisieren wir unsere Investitionen gemeinsam mit dem Verbund der M.M.Warburg  Aufgrund unserer umfassenden Erfahrungen kennen wir nicht nur die Potenziale des deutschen Wohnungsmarktes, sondern auch die Chancen, die mit ihm verbunden sind. Daher bieten wir unseren Kunden mehr als nur einen Ort oder ein Objekt zur Investition.

Gemeinsam mit der Degussa Bank bieten wir Ihnen ein abgerundetes Angebot für Ihre Investition, egal ob Sie die Immobilie selbst nutzen möchten oder ob Sie auf der Suche nach einer attraktiven, wertbeständigen Kapitalanlage sind.

- Sie erhalten individuelle und günstige Finanzierungsvorschläge: Mit dem richtigen Tilgungskonzept, attraktiven Konditionen und bis zu 100%-Finanzierung des Kaufpreises.
- Die gesamte Abwicklung des Immobilienerwerbs erfolgt mit einem Ansprechpartner. Dies führt zu Kosten- und Zeitersparnis, denn Kauf und Finanzierung gehen hierbei Hand in Hand.

Weitere Informationen erhalten sie unter www.degussa-bank.de",4,,0,NO,0,2019-11-05T20:42:45.858+01:00,INDUSTRIA WOHNEN GmbH,0351 65619590,,S,,FEMALE,7.54275,true,,16,Scharnhorst,"Mieteinnahme zur Altersabsicherung, gut vermietete 3,5-Zimmer-Wohnung",0.5,422.2562,false,false,,search:ApartmentBuy,44328,Bettina,false,"Die Gebäude mit 3- bis 6-Zimmerwohnungen bieten attraktive Grundrisse. Die Liegenschaft wurde 1968 in Massivbauweise errichtet und ist mit einem Kellergeschoss und 3 Vollgeschossen ausgestattet. Die Wohnungen besitzen Größen von ca. 55 m2 bis 106 m2 Wohnfläche. Bad mit Wanne, Balkon oder Terrasse mit Garten und ein zu jeder Wohnung gehörender Kellerraum bieten den notwendigen Komfort.",false,INDUSTRIA WOHNEN GmbH,6.5,5.4893306,false,69.78,Tennhard,,https://pictures.immobilienscout24.de/usercontent/4b6fc4a1-193c-4100-87d7-c3f04bc8efe2.JPG,false,Dortmund Barthstraße 35,51.54877,false,false,106972801,false,1968,1.5,Bettina Tennhard,,1.2667686,,https://www.immobilienscout24.de/expose/106972801,,,,false,
"Wir sind für Sie da – beim Vermögensaufbau, bei der Altersvorsorge und der Eigentumsbildung!

INDUSTRIA WOHNEN wurde 1954 gegründet und betreut heute deutschlandweit mehr als 16.000 Wohnungen. Als Tochtergesellschaft der Degussa Bank realisieren wir unsere Investitionen gemeinsam mit dem Verbund der M.M.Warburg  Aufgrund unserer umfassenden Erfahrungen kennen wir nicht nur die Potenziale des deutschen Wohnungsmarktes, sondern auch die Chancen, die mit ihm verbunden sind. Daher bieten wir unseren Kunden mehr als nur einen Ort oder ein Objekt zur Investition.

Gemeinsam mit der Degussa Bank bieten wir Ihnen ein abgerundetes Angebot für Ihre Investition, egal ob Sie die Immobilie selbst nutzen möchten oder ob Sie auf der Suche nach einer attraktiven, wertbeständigen Kapitalanlage sind.

- Sie erhalten individuelle und günstige Finanzierungsvorschläge: Mit dem richtigen Tilgungskonzept, attraktiven Konditionen und bis zu 100%-Finanzierung des Kaufpreises.
- Die gesamte Abwicklung des Immobilienerwerbs erfolgt mit einem Ansprechpartner. Dies führt zu Kosten- und Zeitersparnis, denn Kauf und Finanzierung gehen hierbei Hand in Hand.

Weitere Informationen erhalten sie unter www.degussa-bank.de",4,,0,NO,0,2019-11-05T20:42:45.858+01:00,INDUSTRIA WOHNEN GmbH,0351 65619590,,S,,FEMALE,7.54336,true,,16,Scharnhorst,"Sparbuch ohne Zinsen, oder gut vermietete Wohnung als Kapitalanlage?",0.5,436.0895,false,false,,search:ApartmentBuy,44328,Bettina,false,"Die Gebäude mit 3- bis 6-Zimmerwohnungen bieten attraktive Grundrisse. Die Liegenschaft wurde 1968 in Massivbauweise errichtet und ist mit einem Kellergeschoss und 3 Vollgeschossen ausgestattet. Die Wohnungen besitzen Größen von ca. 55 m2 bis 106 m2 Wohnfläche. Bad mit Wanne, Balkon oder Terrasse mit Garten und ein zu jeder Wohnung gehörender Kellerraum bieten den notwendigen Komfort.",false,INDUSTRIA WOHNEN GmbH,6.5,5.6691635,false,72.38,Tennhard,,https://pictures.immobilienscout24.de/usercontent/4b6fc4a1-193c-4100-87d7-c3f04bc8efe2.JPG,false,Dortmund Borchertweg 4,51.54834,false,false,106972777,true,1968,1.5,Bettina Tennhard,,1.3082685,,https://www.immobilienscout24.de/expose/106972777,,,,false,
"Wir sind für Sie da – beim Vermögensaufbau, bei der Altersvorsorge und der Eigentumsbildung!

INDUSTRIA WOHNEN wurde 1954 gegründet und betreut heute deutschlandweit mehr als 16.000 Wohnungen. Als Tochtergesellschaft der Degussa Bank realisieren wir unsere Investitionen gemeinsam mit dem Verbund der M.M.Warburg  Aufgrund unserer umfassenden Erfahrungen kennen wir nicht nur die Potenziale des deutschen Wohnungsmarktes, sondern auch die Chancen, die mit ihm verbunden sind. Daher bieten wir unseren Kunden mehr als nur einen Ort oder ein Objekt zur Investition.

Gemeinsam mit der Degussa Bank bieten wir Ihnen ein abgerundetes Angebot für Ihre Investition, egal ob Sie die Immobilie selbst nutzen möchten oder ob Sie auf der Suche nach einer attraktiven, wertbeständigen Kapitalanlage sind.

- Sie erhalten individuelle und günstige Finanzierungsvorschläge: Mit dem richtigen Tilgungskonzept, attraktiven Konditionen und bis zu 100%-Finanzierung des Kaufpreises.
- Die gesamte Abwicklung des Immobilienerwerbs erfolgt mit einem Ansprechpartner. Dies führt zu Kosten- und Zeitersparnis, denn Kauf und Finanzierung gehen hierbei Hand in Hand.

Weitere Informationen erhalten sie unter www.degussa-bank.de",4,,0,NO,0,2019-11-05T20:42:45.858+01:00,INDUSTRIA WOHNEN GmbH,0351 65619590,,S,,FEMALE,7.54311,true,,16,Scharnhorst,"Keine Provision dafür Mieteinnahmen, gut vermietete Wohnung zur Geldanlage",0.5,436.6582,false,false,,search:ApartmentBuy,44328,Bettina,false,"Die Gebäude mit 3- bis 6-Zimmerwohnungen bieten attraktive Grundrisse. Die Liegenschaft wurde 1968 in Massivbauweise errichtet und ist mit einem Kellergeschoss und 3 Vollgeschossen ausgestattet. Die Wohnungen besitzen Größen von ca. 55 m2 bis 106 m2 Wohnfläche. Bad mit Wanne, Balkon oder Terrasse mit Garten und ein zu jeder Wohnung gehörender Kellerraum bieten den notwendigen Komfort.",false,INDUSTRIA WOHNEN GmbH,6.5,5.6765566,false,72.16,Tennhard,,https://pictures.immobilienscout24.de/usercontent/4b6fc4a1-193c-4100-87d7-c3f04bc8efe2.JPG,false,Dortmund Borchertweg 2,51.54836,false,false,106972748,true,1968,1.5,Bettina Tennhard,,1.3099746,,https://www.immobilienscout24.de/expose/106972748,,,,false,
"Wir sind für Sie da – beim Vermögensaufbau, bei der Altersvorsorge und der Eigentumsbildung!

INDUSTRIA WOHNEN wurde 1954 gegründet und betreut heute deutschlandweit mehr als 16.000 Wohnungen. Als Tochtergesellschaft der Degussa Bank realisieren wir unsere Investitionen gemeinsam mit dem Verbund der M.M.Warburg  Aufgrund unserer umfassenden Erfahrungen kennen wir nicht nur die Potenziale des deutschen Wohnungsmarktes, sondern auch die Chancen, die mit ihm verbunden sind. Daher bieten wir unseren Kunden mehr als nur einen Ort oder ein Objekt zur Investition.

Gemeinsam mit der Degussa Bank bieten wir Ihnen ein abgerundetes Angebot für Ihre Investition, egal ob Sie die Immobilie selbst nutzen möchten oder ob Sie auf der Suche nach einer attraktiven, wertbeständigen Kapitalanlage sind.

- Sie erhalten individuelle und günstige Finanzierungsvorschläge: Mit dem richtigen Tilgungskonzept, attraktiven Konditionen und bis zu 100%-Finanzierung des Kaufpreises.
- Die gesamte Abwicklung des Immobilienerwerbs erfolgt mit einem Ansprechpartner. Dies führt zu Kosten- und Zeitersparnis, denn Kauf und Finanzierung gehen hierbei Hand in Hand.

Weitere Informationen erhalten sie unter www.degussa-bank.de",3,,0,NO,0,2019-11-05T20:42:45.858+01:00,INDUSTRIA WOHNEN GmbH,0351 65619590,,S,,FEMALE,7.54275,true,,16,Scharnhorst,"Miete gleich Rente, gut vermietete 3-Zimmer Wohnung zur Kapitalanlage",0.5,337.11515,false,false,,search:ApartmentBuy,44328,Bettina,false,"Die Gebäude mit 3- bis 6-Zimmerwohnungen bieten attraktive Grundrisse. Die Liegenschaft wurde 1968 in Massivbauweise errichtet und ist mit einem Kellergeschoss und 3 Vollgeschossen ausgestattet. Die Wohnungen besitzen Größen von ca. 55 m2 bis 106 m2 Wohnfläche. Bad mit Wanne, Balkon oder Terrasse mit Garten und ein zu jeder Wohnung gehörender Kellerraum bieten den notwendigen Komfort.",false,INDUSTRIA WOHNEN GmbH,6.5,4.38249695,false,55.71,Tennhard,,https://pictures.immobilienscout24.de/usercontent/4b6fc4a1-193c-4100-87d7-c3f04bc8efe2.JPG,false,Dortmund Brechtstraße 13,51.54846,false,false,106972722,true,1968,1.5,Bettina Tennhard,,1.01134545,,https://www.immobilienscout24.de/expose/106972722,,,,false,
"Wir sind für Sie da – beim Vermögensaufbau, bei der Altersvorsorge und der Eigentumsbildung!

INDUSTRIA WOHNEN wurde 1954 gegründet und betreut heute deutschlandweit mehr als 16.000 Wohnungen. Als Tochtergesellschaft der Degussa Bank realisieren wir unsere Investitionen gemeinsam mit dem Verbund der M.M.Warburg  Aufgrund unserer umfassenden Erfahrungen kennen wir nicht nur die Potenziale des deutschen Wohnungsmarktes, sondern auch die Chancen, die mit ihm verbunden sind. Daher bieten wir unseren Kunden mehr als nur einen Ort oder ein Objekt zur Investition.

Gemeinsam mit der Degussa Bank bieten wir Ihnen ein abgerundetes Angebot für Ihre Investition, egal ob Sie die Immobilie selbst nutzen möchten oder ob Sie auf der Suche nach einer attraktiven, wertbeständigen Kapitalanlage sind.

- Sie erhalten individuelle und günstige Finanzierungsvorschläge: Mit dem richtigen Tilgungskonzept, attraktiven Konditionen und bis zu 100%-Finanzierung des Kaufpreises.
- Die gesamte Abwicklung des Immobilienerwerbs erfolgt mit einem Ansprechpartner. Dies führt zu Kosten- und Zeitersparnis, denn Kauf und Finanzierung gehen hierbei Hand in Hand.

Weitere Informationen erhalten sie unter www.degussa-bank.de",3,,0,NO,0,2019-11-05T20:42:58.734+01:00,INDUSTRIA WOHNEN GmbH,0351 65619590,,S,,FEMALE,7.54387,true,,16,Scharnhorst,"Grundbuch statt Sparbuch, gut vermietete 3-Zimmer-Wohnung zur Anlage.",0.5,334.6285,false,false,,search:ApartmentBuy,44328,Bettina,false,"Die Gebäude mit 3- bis 6-Zimmerwohnungen bieten attraktive Grundrisse. Die Liegenschaft wurde 1968 in Massivbauweise errichtet und ist mit einem Kellergeschoss und 3 Vollgeschossen ausgestattet. Die Wohnungen besitzen Größen von ca. 55 m2 bis 106 m2 Wohnfläche. Bad mit Wanne, Balkon oder Terrasse mit Garten und ein zu jeder Wohnung gehörender Kellerraum bieten den notwendigen Komfort.",false,INDUSTRIA WOHNEN GmbH,6.5,4.3501705,false,55.54,Tennhard,,https://pictures.immobilienscout24.de/usercontent/4b6fc4a1-193c-4100-87d7-c3f04bc8efe2.JPG,false,Dortmund Borchertweg 6,51.54842,false,false,106972696,true,1968,1.5,Bettina Tennhard,,1.0038855,,https://www.immobilienscout24.de/expose/106972696,,,,false,
"Wir sind für Sie da – beim Vermögensaufbau, bei der Altersvorsorge und der Eigentumsbildung!

INDUSTRIA WOHNEN wurde 1954 gegründet und betreut heute deutschlandweit mehr als 16.000 Wohnungen. Als Tochtergesellschaft der Degussa Bank realisieren wir unsere Investitionen gemeinsam mit dem Verbund der M.M.Warburg  Aufgrund unserer umfassenden Erfahrungen kennen wir nicht nur die Potenziale des deutschen Wohnungsmarktes, sondern auch die Chancen, die mit ihm verbunden sind. Daher bieten wir unseren Kunden mehr als nur einen Ort oder ein Objekt zur Investition.

Gemeinsam mit der Degussa Bank bieten wir Ihnen ein abgerundetes Angebot für Ihre Investition, egal ob Sie die Immobilie selbst nutzen möchten oder ob Sie auf der Suche nach einer attraktiven, wertbeständigen Kapitalanlage sind.

- Sie erhalten individuelle und günstige Finanzierungsvorschläge: Mit dem richtigen Tilgungskonzept, attraktiven Konditionen und bis zu 100%-Finanzierung des Kaufpreises.
- Die gesamte Abwicklung des Immobilienerwerbs erfolgt mit einem Ansprechpartner. Dies führt zu Kosten- und Zeitersparnis, denn Kauf und Finanzierung gehen hierbei Hand in Hand.

Weitere Informationen erhalten sie unter www.degussa-bank.de",4,,0,NO,0,2019-11-05T20:42:45.858+01:00,INDUSTRIA WOHNEN GmbH,0351 65619590,,S,,FEMALE,7.54311,true,,16,Scharnhorst,"Keine Provision dafür Mieteinnahmen, gut vermietete Wohnung zur Geldanlage.",0.5,436.6582,false,false,,search:ApartmentBuy,44328,Bettina,false,"Die Gebäude mit 3- bis 6-Zimmerwohnungen bieten attraktive Grundrisse. Die Liegenschaft wurde 1968 in Massivbauweise errichtet und ist mit einem Kellergeschoss und 3 Vollgeschossen ausgestattet. Die Wohnungen besitzen Größen von ca. 55 m2 bis 106 m2 Wohnfläche. Bad mit Wanne, Balkon oder Terrasse mit Garten und ein zu jeder Wohnung gehörender Kellerraum bieten den notwendigen Komfort.",false,INDUSTRIA WOHNEN GmbH,6.5,5.6765566,false,72.16,Tennhard,,https://pictures.immobilienscout24.de/usercontent/4b6fc4a1-193c-4100-87d7-c3f04bc8efe2.JPG,false,Dortmund Borchertweg 2,51.54836,false,false,106972728,true,1968,1.5,Bettina Tennhard,,1.3099746,,https://www.immobilienscout24.de/expose/106972728,,,,false,
"Wir sind äußerst bemüht möglichst vollständige und korrekte Angaben zu den Objekten zu ermitteln und weiterzuleiten. Bitte haben Sie Verständnis dafür, dass wir keine Haftung für die Vollständigkeit und Richtigkeit übernehmen können.
Die Immobilienmakler der Ruhrgrund sind gem. dem Geldwäschegesetz (§ 2, Abs. 1, Nr.  GwG) dazu verpflichtet die Identität der Kunden bei Kontaktaufnahme festzustellen. Die Durchführung erfolgt durch eine Kopie des Personalausweises und mit Aufnahme der persönlichen Daten. Wir bitten Sie daher, einen gültigen Ausweis zum Besichtigungstermin mitzuführen. Für Ihr Verständnis bedanken wir uns im Voraus.",3,,2316.93,YES,3.57,2019-11-05T20:42:26.883+01:00,Ruhrgrund,0231 9411450,,S,,MALE,,false,,7,Lütgendortmund,Stilvolle ETW in Lütgendortmund zu verkaufen!,0.5,324.5,false,false,,search:ApartmentBuy,44388,Christoph,true,"Diese schöne Immobilie wurde im Jahr 1914 erbaut und in 1983 in Wohnungseigentum umgewandelt. Die freundliche Eigentümergemeinschaft besteht aus 42 Wohneinheiten, welche sich auf 7 Häuser verteilen. Zum Gemeinschaftseigentum gehört die charmante Grünanlage. Die stilvolle 3-Zimmer Wohnung befindet sich im 1. OG. Jene Wohnfläche umfasst 60 m² und unterteilt sich in die sehr gut geschnittenen Räumlichkeiten wie folgt: einem Flur, einem Wohn-, Schlaf- und Kinderzimmer, einem Bad und selbstverständlich einer Küche. Aktuell ist die Wohnung vermietet.",false,Ruhrgrund,6.5,4.2185,false,60,Marschall,,https://pictures.immobilienscout24.de/usercontent/7d8e50af-aa93-45d3-a877-90ef1cca0e6e.JPG,false,,,false,false,110807239,true,1914,1.5,Christoph Marschall,,0.9735,,https://www.immobilienscout24.de/expose/110807239,,,,false,
Die Wohnung ist frei und kann sowohl zum Eigennutz als auch als Kapitalanlage erworben werden.,2,,0,NO,0,2019-11-05T20:43:14.664+01:00,Renate Grebe,0231 22390318,,S,,FEMALE,7.4652,true,,10,Brechten,Schöne helle Erdgeschoßwohnung in Dortmund-Brechten,0.5,625,false,false,,search:ApartmentBuy,44339,Renate,true,"Das 6. Familienhaus, überwiegend von Eigennutzern bewohnt, liegt am Ende einer Sackgasse. Alle Balkone und Loggien sind zum Süd/Osten ausgerichtet. Die Loggia dieser Erdgeschosswohnung ist ca. 4.00 qm groß. Zur Eigentumswohnung gehört ein PKW-Aussenstellplatz.",false,Renate Grebe,6.5,8.125,false,58,Grebe,,,false,Dortmund Hainbuchenweg 21,51.57173,false,false,83046754,true,1984,1.5,Renate Grebe,,1.875,,https://www.immobilienscout24.de/expose/83046754,,,,false,
"Wir sind für Sie da – beim Vermögensaufbau, bei der Altersvorsorge und der Eigentumsbildung!

INDUSTRIA WOHNEN wurde 1954 gegründet und betreut heute deutschlandweit mehr als 16.000 Wohnungen. Als Tochtergesellschaft der Degussa Bank realisieren wir unsere Investitionen gemeinsam mit dem Verbund der M.M.Warburg  Aufgrund unserer umfassenden Erfahrungen kennen wir nicht nur die Potenziale des deutschen Wohnungsmarktes, sondern auch die Chancen, die mit ihm verbunden sind. Daher bieten wir unseren Kunden mehr als nur einen Ort oder ein Objekt zur Investition.

Gemeinsam mit der Degussa Bank bieten wir Ihnen ein abgerundetes Angebot für Ihre Investition, egal ob Sie die Immobilie selbst nutzen möchten oder ob Sie auf der Suche nach einer attraktiven, wertbeständigen Kapitalanlage sind.

- Sie erhalten individuelle und günstige Finanzierungsvorschläge: Mit dem richtigen Tilgungskonzept, attraktiven Konditionen und bis zu 100%-Finanzierung des Kaufpreises.
- Die gesamte Abwicklung des Immobilienerwerbs erfolgt mit einem Ansprechpartner. Dies führt zu Kosten- und Zeitersparnis, denn Kauf und Finanzierung gehen hierbei Hand in Hand.

Weitere Informationen erhalten sie unter www.degussa-bank.de",4,,0,NO,0,2019-11-05T20:42:58.733+01:00,INDUSTRIA WOHNEN GmbH,0351 65619590,,S,,FEMALE,7.54276,true,,16,Scharnhorst,"Sparbuch ohne Zinsen, oder gut vermietete Wohnung als Kapitalanlage?",0.5,422.2562,false,false,,search:ApartmentBuy,44328,Bettina,false,"Die Gebäude mit 3- bis 6-Zimmerwohnungen bieten attraktive Grundrisse. Die Liegenschaft wurde 1968 in Massivbauweise errichtet und ist mit einem Kellergeschoss und 3 Vollgeschossen ausgestattet. Die Wohnungen besitzen Größen von ca. 55 m2 bis 106 m2 Wohnfläche. Bad mit Wanne, Balkon oder Terrasse mit Garten und ein zu jeder Wohnung gehörender Kellerraum bieten den notwendigen Komfort.",false,INDUSTRIA WOHNEN GmbH,6.5,5.4893306,false,69.78,Tennhard,,https://pictures.immobilienscout24.de/usercontent/4b6fc4a1-193c-4100-87d7-c3f04bc8efe2.JPG,false,Dortmund Barthstraße 37,51.54861,false,false,106972701,true,1968,1.5,Bettina Tennhard,,1.2667686,,https://www.immobilienscout24.de/expose/106972701,,,,false,
